"","CreditScore","FirstPmt","FirstTimeHomebuyer","Maturity Date","MSA Code","MI Percentage","Number of Units","Occupancy Status","CLTV","DTI","UPB","LTV","Interest Rate","Channel","PPM","Product","State","Property Type","Postal Code","Loan Sequence Number","Loan Purpose","Original Term","Borrower Num","Seller Name","Servicer Name","Super Conforming","NPV"
"1","799","199903","2","202901","37620","0","1","2","70","25","44000","70","6.875","3","2","1","52","6","26100","1","2","359","1","326","17",NA,"-3418.28288665265"
"2","635","200212","2","202904","10420","0","1","2","76","21","117000","76","6","3","2","1","37","6","44700","2","3","317","2","326","17",NA,"17108.6287635168"
"3","787","199905","2","202904","12060",NA,"1","2","80","18","124000","80","6.75","3","2","1","11","5","30500","3","3","360","2","309","8",NA,"12082.0821433078"
"4","726","199904","2","202903","28140","0","1","2","80","37","108000","80","6.875","4","2","1","18","6","66000","4","3","360","2","308","17",NA,"10563.934427052"
"5","748","199905","1","202904","17140",NA,"1","2","80","28","115000","80","7.125","3","2","1","37","6","45200","5","2","360","2","326","17",NA,"11640.8526662253"
"6","720","199905","1","202904","42044",NA,"1","1","24","11","41000","24","7.25","3","2","1","5","6","92800","6","1","360","2","322","22",NA,"4280.8738865066"
"7","695","199905","1","202904","42044","0","1","2","40","6","135000","40","6.875","3","2","1","5","6","92800","7","1","360","2","318","2",NA,"13313.2407102938"
"8","703","199905","2","202904","40140",NA,"1","2","68","22","240000","68","7","4","2","1","5","6","92500","8","2","360","2","322","22",NA,"23539.1312970242"
"9","737","199903","2","202902","42044",NA,"1","2","67","35","196000","67","7","4","3","1","5","6","92600","9","1","360","1","326","17",NA,"21599.1891189069"
"10","594","199903","1","202902","41620","0","1","2","75","46","62000","75","7","3","2","1","47","6","84100","10","1","360","1","333","15",NA,"30843.7469038941"
"11","683","199905","1","202904","31084","0","1","2","75","43","86000","75","7","3","2","1","5","5","91700","11","1","360","2","5","3",NA,"8462.59661050442"
"12","775","199905","3","202904","13644",NA,"1","2","80","28","120000","80","6.75","4","2","1","22","6","20900","12","3","360","1","316","17",NA,"11700.173765124"
"13","749","199905","2","202904","11460","0","1","2","40","23","125000","40","7","3","2","1","24","6","48100","13","2","360","2","332","1",NA,"12991.0633334236"
"14","782","199911","2","202910","10900","0","1","2","79","23","160000","79","6.25","4","2","1","40","6","18000","14","3","360","2","326","17",NA,"38036.5919405243"
"15","702","199905","2","202904","48424","0","1","2","73","34","85000","73","6.875","4","2","1","10","1","33400","15","2","360","1","299","10",NA,"-8506.57321498569"
"16","767","199905","2","202904","49740","0","1","2","80","35","114000","80","6.75","4","2","1","4","6","85300","16","3","360","2","308","17",NA,"11103.0582733935"
"17","749","199905","3","202904","35644","30","1","2","95","36","76000","95","8.625","4","2","1","36","1","10300","17","3","360","2","326","17",NA,"10524.6564775594"
"18","754","199905","2","202904","15764",NA,"2","2","80","14","223000","80","7.125","4","2","1","21","6","2100","18","3","360","1","333","20",NA,"22576.6929240393"
"19","698","199903","2","202902","20764","30","1","2","95","37","240000","95","7","3","2","1","33","6","7700","19","3","360","2","326","17",NA,"26340.6206352267"
"20","770","199905","3","202904","40900","25","1","2","90","25","165000","90","6.75","3","2","1","5","6","95700","20","3","360","2","322","22",NA,"16127.8977062529"
"21","724","199905","2","202904","33460","30","1","2","95","39","116000","95","7","4","2","1","25","6","55000","21","3","360","2","322","22",NA,"11360.7536712896"
"22","698","199905","2","202904",NA,NA,"1","2","72","30","70000","72","7.125","3","1","1","51","6","54700","22","1","360","2","326","17",NA,"13242.9939701872"
"23","800","199904","3","202903",NA,"30","1","2","95","31","76000","95","7.125","3","2","1","37","6","44600","23","3","360","1","326","16",NA,"11272.9648801665"
"24","703","199904","2","202903","20764","0","1","2","80","36","103000","80","6.875","3","2","1","33","6","8800","24","2","360","1","326","17",NA,"12847.6907449165"
"25","787","199905","2","202904","25540","0","1","2","80","26","68000","80","6.375","3","2","1","7","1","6400","25","3","360","2","326","17",NA,"-1678.72654245461"
"26","667","199904","2","202903","42644","0","1","2","52","18","90000","52","7","3","2","1","50","6","98000","26","1","360","2","326","17",NA,"8600.17622232095"
"27","745","199903","2","202902","25540","0","1","2","73","34","155000","73","6.5","3","2","1","7","6","6400","27","1","360","1","326","17",NA,"-2712.90506419158"
"28","748","199905","2","202904","25540","0","1","2","80","22","134000","80","6.625","3","2","1","7","6","6400","28","3","360","1","326","17",NA,"2988.80725641023"
"29","648","200005","2","202904","34940","25","1","2","86","31","118000","86","8.5","3","2","1","10","6","34100","29","2","348","2","326","17",NA,"-211.413509187594"
"30","792","199905","2","202904","13644","0","1","2","49","17","98000","49","6.5","4","2","1","22","6","20800","30","2","360","2","326","17",NA,"18109.6116828303"
"31","795","199905","2","202904","13644","0","1","2","73","13","137000","73","6.75","3","2","1","22","6","20800","31","2","360","2","326","17",NA,"-4454.86522742054"
"32","795","199904","3","202903","38940","0","1","2","80",NA,"48000","80","7","3","2","1","10","6","34900","32","3","360","1","326","17",NA,"1493.23839052954"
"33","694","199905","2","202904","38940","0","1","2","30","44","45000","30","7","3","2","1","10","6","34900","33","1","360","1","326","17",NA,"6517.8718907455"
"34","740","199905","3","202904",NA,"25","1","2","90","37","248000","90","7.25","3","2","1","12","6","96900","34","3","360","2","326","17",NA,"92360.1212566583"
"35","763","199903","1","202902","22500",NA,"1","2","78","13","79000","78","6.75","3","2","1","43","6","29500","35","2","360","2","322","22",NA,"9615.35064644578"
"36","786","199903","3","202902","21500",NA,"1","2","59","35","74000","59","6.875","3","2","1","40","6","16500","36","3","360","1","322","22",NA,"11307.3333031861"
"37","630","199903","2","202902","19124","0","1","2","63","37","55000","63","6.875","3","2","1","46","6","76200","37","3","360","1","322","21",NA,"21452.5669284746"
"38","637","199903","1","202902","10420","0","1","2","55","14","47000","55","6.875","3","2","1","37","6","44200","38","1","360","2","322","21",NA,"15119.1460765386"
"39","681","199903","2","202902","16700","30","1","2","95","28","76000","95","6.875","3","2","1","43","6","29400","39","3","360","2","322","22",NA,"10510.6125863465"
"40","607","199903","3","202902","13740",NA,"1","2","67","34","66000","67","6.875","3","2","1","28","6","59100","40","3","360","2","322","22",NA,"9153.03084061173"
"41","717","199903","1","202902","38060",NA,"1","2","46","45","74000","46","6.875","3","2","1","4","5","85200","41","1","360","2","322","22",NA,"6959.85716789424"
"42","813","199903","1","202902","33460",NA,"1","2","78","12","53000","78","6.875","3","2","1","25","1","55400","42","2","360","2","322","21",NA,"9296.62702599135"
"43","729","199903","1","202902",NA,NA,"1","2","80","17","80000","80","6.875","3","2","1","6","6","81400","43","1","360","2","322","22",NA,"8513.01315287763"
"44","661","199903","2","202902","46060","25","1","2","89","39","78000","89","6.875","3","2","1","4","6","85700","44","3","360","1","322","22",NA,"12358.0642792916"
"45","700","199903","1","202902","38060",NA,"1","2","66","30","75000","66","6.875","3","2","1","4","6","85200","45","1","360","2","322","22",NA,"11901.7393048714"
"46","693","199903","1","202902","33460",NA,"1","2","57","28","51000","57","6.875","3","2","1","25","6","55400","46","2","360","1","322","22",NA,"8128.58971948738"
"47","742","199903","3","202902","34100",NA,"1","2","80","22","68000","80","6.875","3","2","1","45","6","37800","47","3","360","1","322","22",NA,"10200.0839565119"
"48","526","199903","1","202902",NA,NA,"1","2","80","36","39000","80","7","3","2","1","14","6","50400","48","2","360","2","322","22",NA,"6038.32421435961"
"49","645","199903","1","202902",NA,"0","1","1","53","23","37000","53","7.125","3","2","1","6","6","81100","49","2","360","2","322","21",NA,"16551.9789479294"
"50","642","199903","3","202902","22140","30","1","2","95","37","70000","95","7.125","3","2","1","34","6","87400","50","3","360","1","322","21",NA,"37537.2044147671"
"51","618","199903","1","202902","23060",NA,"1","2","80","30","48000","80","7.125","3","2","1","17","6","46700","51","1","360","2","322","21",NA,"10829.5331790721"
"52","754","199903","1","202902","12700",NA,"1","3","80","9","66000","80","7.125","3","2","1","21","6","2600","52","3","360","2","322","22",NA,"4474.69075785065"
"53","747","199903","1","202902","29620",NA,"1","2","75","33","70000","75","7.25","3","2","1","24","6","48900","53","1","360","1","322","22",NA,"8114.87987142956"
"54","581","199903","1","202902",NA,NA,"1","2","69","43","79000","69","7.375","3","2","1","23","6","4000","54","2","360","1","322","22",NA,"11321.7536790228"
"55","727","199902","1","202901",NA,"25","1","2","90","47","68000","90","6.625","3","2","1","40","6","18300","55","2","360","2","322","21",NA,"30805.7217344654"
"56","715","199903","1","202902",NA,NA,"1","2","80","34","112000","80","6.5","4","2","1","11","6","31600","56","2","360","1","322","22",NA,"13466.2138033662"
"57","738","199903","2","202902","47894","30","1","2","95","37","240000","95","7","4","2","1","48","5","20100","57","3","360","2","322","22",NA,"32784.9863809518"
"58","655","199903","1","202902","19780","25","1","2","90","32","123000","90","7.125","3","2","1","14","6","50200","58","2","360","1","322","22",NA,"13208.1267655381"
"59","686","199903","1","202902","40900","25","1","2","87","32","217000","87","7.125","3","2","1","5","6","95700","59","2","360","2","322","22",NA,"21393.1804728233"
"60","719","199903","1","202902","41180","25","1","2","89","28","129000","89","6.75","3","2","1","26","6","63100","60","2","360","2","322","22",NA,"15882.7927308427"
"61","751","199903","1","202902","42644",NA,"1","2","80","19","120000","80","6.75","3","2","1","50","6","98100","61","1","360","2","322","22",NA,"18069.8171510922"
"62","749","199903","1","202902","47894",NA,"1","2","76","28","170000","76","6.875","3","2","1","8","5","20000","62","1","360","1","322","22",NA,"31098.0672781723"
"63","764","199903","1","202902","31084","25","1","2","89","22","169000","89","6.875","3","2","1","5","6","90800","63","2","360","2","322","22",NA,"25608.7357176751"
"64","684","199903","1","202902","33460",NA,"1","2","90","26","141000","80","6.875","3","2","1","25","6","55400","64","2","360","2","322","22",NA,"19516.6474692933"
"65","676","199903","3","202902","16740","30","1","2","95","33","187000","95","6.625","3","2","1","29","1","28000","65","3","360","2","322","22",NA,"20371.6458846344"
"66","673","199903","1","202902","45220","30","1","2","93","38","136000","93","6.5","3","2","1","10","6","32300","66","2","360","2","322","22",NA,"19039.2631027761"
"67","695","199903","1","202902",NA,NA,"1","3","75","36","88000","75","6.875","3","2","1","14","6","50500","67","2","360","2","322","17",NA,"1738.10839771251"
"68","781","199903","1","202902",NA,NA,"1","2","62","28","136000","62","6.875","3","2","1","6","6","80800","68","2","360","1","322","22",NA,"20870.4352240906"
"69","661","199903","1","202902","47644",NA,"1","2","80","22","172000","80","6.875","3","2","1","24","6","48300","69","1","360","2","322","22",NA,"15630.5342002957"
"70","664","199903","1","202902",NA,NA,"1","2","77","39","156000","77","6.875","3","2","1","28","4","59700","70","1","360","2","322","17",NA,"2059.06754528353"
"71","743","199903","1","202902","38900","0","1","2","80","32","160000","80","6.5","3","2","1","39","6","97200","71","1","360","1","322","21",NA,"69653.436156679"
"72","703","199903","1","202902","46060",NA,"1","2","66","2","90000","66","6.875","3","2","1","4","6","85700","72","2","360","2","322","22",NA,"13069.378545087"
"73","708","199903","1","202902","33460",NA,"1","2","80","24","112000","80","6.875","3","2","1","25","6","55000","73","1","360","2","322","22",NA,"16424.523185955"
"74","789","199903","1","202902","35084",NA,"1","3","61","17","91000","61","6.875","3","2","1","33","6","7800","74","2","360","1","322","17",NA,"2074.70356800682"
"75","741","199903","1","202902","35840",NA,"1","2","80","33","181000","80","6.875","3","2","1","10","6","34200","75","2","360","2","322","22",NA,"18746.7230623912"
"76","637","199903","1","202902","19740",NA,"1","2","80","41","132000","80","6.875","3","2","1","6","6","80000","76","2","360","2","322","22",NA,"21283.546656372"
"77","635","199903","1","202902","38060",NA,"1","2","62","42","190000","62","7","3","2","1","4","6","85000","77","1","360","2","322","17",NA,"648.968818085181"
"78","660","199903","2","202902","29820","30","1","2","95","43","168000","95","7","3","2","1","35","5","89000","78","3","360","2","322","22",NA,"21484.6291079679"
"79","749","199903","1","202902","29820",NA,"1","3","80","21","104000","80","7","3","2","1","35","5","89100","79","3","360","2","322","22",NA,"17811.2193817205"
"80","720","199903","1","202902","16974",NA,"1","3","75","9","150000","75","7","3","2","1","16","1","60600","80","3","360","1","322","22",NA,"13251.6435782356"
"81","639","199903","1","202902","33140",NA,"1","2","74","16","92000","74","7","3","2","1","17","6","46300","81","1","360","2","322","22",NA,"12651.1814675322"
"82","618","199902","1","202901","16974",NA,"1","2","80","30","164000","80","7","3","2","1","16","6","60600","82","2","360","2","322","21",NA,"33621.8290962264"
"83","729","199903","1","202902","29420","25","1","3","90","25","87000","90","7","3","2","1","4","6","86400","83","3","360","2","322","21",NA,"41428.8026582235"
"84","629","199903","1","202902",NA,"12","1","2","81","37","104000","81","7","3","2","1","17","6","46700","84","2","360","1","322","22",NA,"11726.6755386102"
"85","619","199903","1","202902","42644",NA,"1","2","74","31","110000","74","7","3","2","1","50","6","98000","85","2","360","2","322","22",NA,"18030.7774946524"
"86","748","199902","1","202901","19740",NA,"1","2","53","22","100000","53","7","3","2","1","6","6","80200","86","1","360","1","322","21",NA,"19596.0436828063"
"87","694","199903","1","202902",NA,"30","1","2","92","27","119000","92","7","3","2","1","7","6","6200","87","2","360","1","322","22",NA,"17030.4110622378"
"88","677","199903","1","202902","39300",NA,"1","2","80","31","120000","80","7","3","2","1","21","6","2700","88","1","360","2","322","22",NA,"12844.2108642831"
"89","726","199903","3","202902","17460",NA,"1","2","62","52","110000","62","7","3","2","1","37","6","44100","89","3","360","2","322","22",NA,"17341.2287379363"
"90","767","199903","3","202902","40140",NA,"1","2","80","40","134000","80","7","4","2","1","5","6","92300","90","3","360","1","322","22",NA,"19985.6651561481"
"91","653","199903","3","202902","15804",NA,"1","2","80","17","131000","80","7","4","2","1","33","6","8000","91","3","360","2","322","22",NA,"19440.8921407348"
"92","660","199903","1","202902","28140",NA,"1","2","79","21","104000","79","7.125","3","2","1","18","6","66000","92","2","360","2","322","22",NA,"9308.98413895699"
"93","705","199903","1","202902","36084",NA,"1","2","76","39","196000","76","7.125","3","2","1","5","6","94500","93","2","360","2","322","22",NA,"20403.1958860143"
"94","736","199903","2","202902",NA,NA,"1","2","80","35","180000","80","7.125","3","2","1","51","6","53100","94","3","360","2","322","22",NA,"24844.0086966273"
"95","682","199903","1","202902","11260","25","1","2","87","40","201000","87","7.125","3","2","1","1","6","99500","95","2","360","2","322","22",NA,"38527.6680942273"
"96","634","199903","1","202902","29140",NA,"1","2","80","22","200000","80","7.125","3","2","1","17","6","47900","96","1","360","2","322","22",NA,"31570.3743358456"
"97","728","199903","1","202902","42044",NA,"1","2","60","25","240000","60","7.125","3","2","1","5","6","92600","97","1","360","2","322","22",NA,"37569.692995616"
"98","765","199903","1","202902","35660","12","1","2","83","10","127000","83","7.125","3","2","1","24","6","49100","98","2","360","2","322","22",NA,"18727.6335990391"
"99","732","199902","1","202901","24580",NA,"1","2","75","33","180000","75","7.125","3","2","1","51","6","54100","99","1","360","2","322","22",NA,"23767.2127448751"
"100","666","199903","3","202902","31180","30","1","2","95","35","166000","95","7.125","3","2","1","46","6","79400","100","3","360","2","322","21",NA,"85853.3821607624"
"101","563","199903","1","202902","41740",NA,"1","2","47","38","110000","47","7.125","3","2","1","5","6","92000","101","1","360","2","322","22",NA,"11786.4700154589"
"102","697","199903","1","202902","19740",NA,"1","2","80","27","144000","80","7.25","3","2","1","6","6","80200","102","1","360","2","322","22",NA,"13034.1477670466"
"103","689","199903","1","202902","42044",NA,"1","2","72","41","201000","72","6.75","4","2","1","5","1","92600","103","1","360","2","322","22",NA,"19014.4535422129"
"104","796","199903","1","202902","41740",NA,"1","2","60",NA,"116000","60","6.75","4","2","1","5","6","92100","104","2","360","1","322","22",NA,"17751.1342344322"
"105","788","199903","1","202902","31084",NA,"1","2","79","26","173000","79","6.625","4","2","1","5","6","91700","105","2","360","1","322","22",NA,"26568.5877482487"
"106","709","199903","1","202902","41740",NA,"1","2","59","59","150000","59","7.25","4","2","1","5","6","92000","106","1","360","1","322","17",NA,"3237.99797777008"
"107","740","199903","2","202806",NA,"0","1","2","60","31","149000","60","7.125","3","2","1","50","6","98200","107","3","352","2","326","17",NA,"536.63846055929"
"108","737","199903","2","202902","24580",NA,"1","2","61","24","152000","61","7","3","2","1","51","6","54100","108","3","360","2","326","17",NA,"20373.4995600605"
"109","659","199903","2","202902",NA,NA,"1","2","76","32","28000","76","7","3","1","1","24","6","49800","109","2","360","1","326","21",NA,"5976.33363834477"
"110","636","199903","2","202902",NA,"0","1","2","75","38","86000","75","7.125","4","2","1","24","6","49600","110","2","360","2","326","17",NA,"43082.3478409375"
"111","720","199903","1","202902",NA,"0","1","2","80","47","75000","80","6.875","3","1","1","16","6","62400","111","2","360","2","326","17",NA,"10209.2145885949"
"112","716","199903","2","202902",NA,NA,"1","2","80","30","129000","80","6.5","3","2","1","37","6","45800","112","2","360","2","326","17",NA,"17495.4719845981"
"113","710","199902","2","202901","40420","0","1","2","74","34","66000","74","6.875","3","1","1","16","1","61100","113","1","360","1","326","3",NA,"16855.1904656315"
"114","695","199903","2","202902","26100","0","1","2","80","27","96000","80","7","4","2","1","24","6","49400","114","1","360","2","326","17",NA,"2360.19542265599"
"115","666","199904","2","202903","31140","0","1","2","43","36","80000","43","6.875","3","2","1","19","6","40000","115","1","360","2","326","11",NA,"18794.3515247179"
"116","697","199905","2","202904","45780","0","1","2","80","34","62000","80","6.875","3","2","1","37","6","43600","116","2","360","1","326","11",NA,"15781.5278923212"
"117","716","199904","2","202903","17460","0","1","2","90","27","208000","80","6.75","3","2","1","37","6","44100","117","1","360","2","326","11",NA,"19026.4982321792"
"118","745","199903","2","202902","31540",NA,"1","2","75","27","240000","75","7.05","3","2","1","51","6","53500","118","3","360","2","326","17",NA,"34753.9193684375"
"119","768","199904","2","202903","24340","0","1","2","80","21","96000","80","7","4","2","1","24","6","49500","119","1","360","2","326","17",NA,"13120.4757165129"
"120","626","199904","2","202903","18140","12","1","2","85","38","123000","85","6.875","4","2","1","37","6","43200","120","2","360","2","326","8",NA,"17348.7618305996"
"121","767","199903","2","202902","31540",NA,"1","2","71","25","110000","71","6.875","3","2","1","51","6","53700","121","1","360","1","326","17",NA,"13566.9115069326"
"122","660","199905","2","202904","28140",NA,"1","2","79","33","160000","79","6.875","3","2","1","18","6","66200","122","2","360","2","326","17",NA,"25328.8791274008"
"123","733","199903","2","202902",NA,NA,"1","2","74","28","58000","74","6.875","3","1","1","51","6","54700","123","3","360","2","326","17",NA,"1334.8969757556"
"124","757","199903","2","202902",NA,NA,"1","2","80","37","99000","80","7.2","3","2","1","24","6","48600","124","2","360","2","326","17",NA,"11119.9689928373"
"125","657","199903","2","202902","19340","30","1","2","95","31","68000","95","7.175","3","1","1","16","6","61200","125","3","360","2","326","17",NA,"10404.8937768736"
"126","747","199904","1","202903","17140",NA,"1","2","58","20","113000","58","7.125","3","2","1","37","6","45200","126","2","360","2","326","17",NA,"17972.2272858606"
"127","790","199903","2","202902","16974",NA,"1","2","48","12","66000","48","7","3","1","1","16","6","60000","127","1","360","2","326","17",NA,"9831.35711691805"
"128","721","199903","2","202902",NA,"0","1","2","73","16","83000","73","7.75","3","2","1","24","6","49900","128","1","360","2","326","17",NA,"48967.2117439287"
"129","639","199904","2","202903","19804","0","1","2","79","36","69000","79","7.625","4","1","1","24","6","48200","129","2","360","1","326","18",NA,"11778.7290841749"
"130","667","199903","2","202902","16974","25","1","2","90","18","127000","90","6.875","4","2","1","16","6","60100","130","3","360","2","326","3",NA,"20515.1744404142"
"131","744","199903","2","202902","17460","0","1","2","67","52","159000","67","7","3","2","1","37","6","44000","131","3","360","2","326","17",NA,"28656.6724509858"
"132","763","199904","2","202903","17140","25","1","2","87","25","56000","87","6.75","3","1","1","19","6","41000","132","2","360","1","326","11",NA,"6061.23537406862"
"133","689","199904","2","202903","17140","0","1","2","25","40","60000","25","6.875","3","2","1","37","6","45200","133","1","360","1","326","11",NA,"18766.082674094"
"134","787","199903","2","202902",NA,NA,"1","2","69","13","85000","69","6.875","3","2","1","14","6","50400","134","2","360","2","326","17",NA,"8518.77092213166"
"135",NA,"199904","2","202903",NA,NA,"1","2","80","23","96000","80","7","3","2","1","51","6","53500","135","3","360","2","326","17",NA,"8792.73526851021"
"136","751","199903","2","202902",NA,NA,"1","2","60","29","71000","60","7.125","3","1","1","24","6","49700","136","3","360","2","326","17",NA,"8281.96784783066"
"137","731","199903","2","202902","29140","25","1","2","87","26","68000","87","7.125","3","1","1","17","6","46900","137","2","360","1","326","17",NA,"11659.1705182591"
"138","740","199903","2","202408",NA,"0","1","2","75","32","68000","75","7.375","3","1","1","24","6","48800","138","2","306","1","326","17",NA,"6981.5062675253"
"139","689","199903","2","202902","24580",NA,"1","2","59","15","100000","59","7.125","3","2","1","51","6","54300","139","1","360","2","326","17",NA,"14752.034715876"
"140","640","199903","2","202902","47644",NA,"1","2","76","24","45000","76","7.125","3","1","1","24","6","48000","140","2","360","1","326","17",NA,"2633.34028970659"
"141","608","199903","1","202902","18140","25","1","2","90","33","122000","90","7.125","3","2","1","37","6","43200","141","2","360","1","326","17",NA,"20915.5254645312"
"142","648","199903","2","202902","24340",NA,"1","2","80","39","144000","80","7.125","3","2","1","24","6","49300","142","2","360","2","326","17",NA,"16712.6405128474"
"143","744","199903","2","202902","29140","25","1","2","90","40","68000","90","7","3","1","1","17","6","46900","143","2","360","2","326","17",NA,"8751.77561199495"
"144","772","199904","2","202903","17140",NA,"1","2","46","19","57000","46","7.375","3","1","1","19","6","41000","144","2","360","1","326","17",NA,"8194.8901638746"
"145","689","199903","2","202902","16974",NA,"1","2","80","33","206000","80","7.25","4","2","1","16","6","60400","145","2","360","1","326","11",NA,"46015.0046568345"
"146","708","199903","2","202902","16974","0","1","2","80","29","130000","80","6.875","3","2","1","16","6","60000","146","1","360","2","326","11",NA,"47989.5183453533"
"147","693","199903","2","202902",NA,"12","1","2","85","25","127000","85","6.875","4","2","1","16","6","61000","147","3","360","2","326","11",NA,"17929.6180975461"
"148","759","199903","2","202902","16974",NA,"1","2","79","43","160000","79","6.875","3","2","1","16","6","60000","148","3","360","1","326","17",NA,"7562.63756539745"
"149","693","199904","2","202903","41060",NA,"1","2","72","49","89000","72","6.75","3","2","1","25","6","56300","149","3","360","2","326","17",NA,"17477.3428951419"
"150","718","199904","2","202903","17140","0","1","2","80","36","208000","80","6.875","3","2","1","37","6","45200","150","1","360","1","326","11",NA,"32897.8677041011"
"151","777","199903","2","202902","23844","0","1","2","80","41","50000","80","7.25","3","1","1","17","1","46300","151","3","360","1","326","17",NA,"17086.4449055208"
"152","773","199903","2","202902","31540","0","1","2","73","34","67000","73","6.875","3","2","1","51","6","53700","152","2","360","1","326","17",NA,"10901.3253814452"
"153","790","199903","2","202902",NA,NA,"1","3","80","28","127000","80","7.125","3","2","1","51","6","53900","153","2","360","2","326","17",NA,"1655.3042520427"
"154","703","199903","2","202902",NA,NA,"1","2","58","27","75000","58","7","3","1","1","24","6","49300","154","2","360","2","326","17",NA,"12911.9777203512"
"155","762","199903","2","202902","48140","0","1","2","45","25","77000","45","7","3","1","1","51","6","54400","155","1","360","1","326","17",NA,"11066.4245445029"
"156","763","199904","1","202903","17140",NA,"1","2","70","23","174000","70","7.125","3","2","1","37","5","45100","156","1","360","2","326","17",NA,"23034.8230154808"
"157","721","199904","2","202903","17460","25","1","2","90","45","152000","90","7.375","4","2","1","37","6","44000","157","2","360","1","326","18",NA,"28564.3030237088"
"158","638","199904","2","202903","17140",NA,"1","2","73","42","116000","73","7.125","3","2","1","19","6","41000","158","1","360","2","326","17",NA,"17796.241769219"
"159","755","199904","2","202903","17140",NA,"1","2","80","30","161000","80","7.125","3","2","1","37","6","45100","159","3","360","2","326","17",NA,"22565.2441380012"
"160","793","199903","2","202902","16974",NA,"1","2","49","35","129000","49","6.5","3","2","1","16","5","60500","160","2","360","1","326","3",NA,"18893.729125562"
"161","788","199904","2","202903","33460","0","1","2","70","39","89000","70","6.625","4","2","1","25","6","55400","161","2","360","2","326","17",NA,"27624.2603287703"
"162","662","199903","2","202902","17460","30","1","2","95","55","101000","95","8.375","3","2","1","37","6","44100","162","3","360","1","326","17",NA,"27833.4977220708"
"163","808","199904","2","202903","16580","0","1","2","76","41","49000","76","7","3","1","1","16","6","61800","163","1","360","1","326","17",NA,"7143.91019657299"
"164","618","199903","2","202902","40980","0","1","2","65","36","42000","65","7","3","1","1","24","6","48600","164","1","360","1","326","17",NA,"19414.9447774481"
"165","711","199904","2","202903","24340","0","1","2","79","62","208000","79","6.875","4","2","1","24","6","49500","165","1","360","2","326","12",NA,"15927.0499655595"
"166","707","199903","2","202902","47644","0","1","2","75","37","164000","75","7.875","4","1","1","24","6","48300","166","2","360","2","326","17",NA,"19712.4967358565"
"167","707","199904","2","202903","17140","0","1","2","39","30","35000","39","7.25","3","2","1","37","6","45100","167","1","360","1","326","11",NA,"4762.38621808786"
"168","764","199905","2","202904","17140","0","1","2","79","35","114000","79","6.875","3","2","1","37","6","45000","168","1","360","2","326","11",NA,"17335.5259424236"
"169","748","199903","2","202610","40420","0","1","2","52","21","82000","52","6.99","3","1","1","16","6","61000","169","2","332","2","326","17",NA,"8687.8822577836"
"170","743","199903","2","202902",NA,"0","1","2","90","36","61000","80","6.75","4","1","1","18","6","67700","170","3","360","2","326","13",NA,"7825.23859349145"
"171","718","199903","2","202902","31540",NA,"1","2","69","35","115000","69","7","3","2","1","51","6","53500","171","1","360","2","326","17",NA,"12304.4553212609"
"172","768","199904","2","202903",NA,NA,"1","2","80","19","139000","80","7.25","3","2","1","24","6","49800","172","2","360","2","326","17",NA,"13023.4017305218"
"173","674","199905","2","202904","16974","0","1","2","72","60","75000","72","7","3","2","1","16","6","60500","173","1","360","1","326","17",NA,"37112.1528408233"
"174","755","199904","2","202903",NA,"12","1","2","87","32","97000","87","7.125","3","2","1","17","6","46500","174","3","360","2","326","17",NA,"7283.96665879108"
"175","676","199905","3","202904",NA,NA,"1","2","80","40","48000","80","7.375","3","1","1","17","4","46700","175","3","360","2","326","17",NA,"3287.31607102726"
"176","694","199903","1","202902","20764","0","1","2","67","35","80000","67","7.5","3","2","1","33","6","7700","176","1","360","1","317","16",NA,"14525.1706509384"
"177","695","199903","2","202902","38940","0","1","2","80","34","100000","80","7.875","3","2","1","10","6","34900","177","3","360","1","317","16",NA,"6928.38577816392"
"178","679","199903","1","202902","16974","0","1","2","80","40","116000","80","7","3","2","1","16","5","60000","178","2","360","2","317","11",NA,"16941.9911793458"
"179","708","199903","3","202902","36740","30","1","2","95","31","130000","95","7.25","4","2","1","10","6","32700","179","3","360","1","317","16",NA,"13942.7185376081"
"180","648","199903","1","202902","40060","0","1","2","75","37","200000","75","7.25","3","2","1","48","6","23200","180","2","360","2","317","16",NA,"20208.3145543963"
"181","690","199904","1","202903","27140","0","1","2","75","33","120000","75","6.625","4","2","1","27","6","39000","181","1","360","2","317","16",NA,"22241.2884077651"
"182",NA,"199904","1","202903","45300","0","1","1","80","38","52000","80","7.5","4","2","1","10","1","33600","182","3","360","2","317","17",NA,"991.358229090205"
"183","774","199905","2","202904",NA,"0","1","2","68","25","85000","68","7","3","2","1","25","6","55300","183","1","360","2","326","17",NA,"14111.8636377799"
"184","625","199904","2","202903",NA,NA,"1","2","72","38","75000","72","7.06","3","1","1","51","6","54800","184","1","360","2","326","17",NA,"17789.9872912666"
"185","653","199904","2","202903",NA,NA,"1","2","72","31","118000","72","6.875","3","2","1","37","6","44800","185","2","360","2","326","17",NA,"9033.69240637594"
"186","729","199904","2","202903","17140","30","1","2","95","40","96000","95","7.125","3","2","1","37","6","45200","186","3","360","2","326","11",NA,"13629.9251216727"
"187","665","199905","2","202904","31140","0","1","2","80","39","217000","80","6.875","3","2","1","19","6","40000","187","3","360","2","326","11",NA,"33145.383878953"
"188","766","199904","2","202903","18140","0","1","2","42","55","90000","42","6.75","3","2","1","37","6","43000","188","2","360","2","326","11",NA,"20229.1311487599"
