"","CreditScore","FirstPmt","FirstTimeHomebuyer","Maturity Date","MSA Code","MI Percentage","Number of Units","Occupancy Status","CLTV","DTI","UPB","LTV","Interest Rate","Channel","PPM","Product","State","Property Type","Postal Code","Loan Sequence Number","Loan Purpose","Original Term","Borrower Num","Seller Name","Servicer Name","Super Conforming","NPV"
"376","655","199903","2","202902","40140","12","1","2","82","36","64000","82","6.875","4","2","1","5","6","92300","376","2","360","2","316","15",NA,"25751.9982799293"
"377","563","199904","2","202903","33460",NA,"1","2","40","18","68000","40","6.875","4","2","1","25","6","55300","377","1","360","1","316","20",NA,"9622.95219026302"
"378","757","199904","2","202903","49020",NA,"1","2","75","24","85000","75","6.875","4","2","1","48","6","22600","378","1","360","1","316","17",NA,"4132.20775883461"
"379","673","199903","2","202902","36540","17","1","2","77","22","74000","77","6.875","4","2","1","31","6","68100","379","1","360","1","316","17",NA,"6568.80245128767"
"380","745","199903","2","202902","28140",NA,"1","2","71","25","81000","71","6.875","4","2","1","26","6","64100","380","2","360","1","316","20",NA,"15405.2378940182"
"381","721","199903","2","202902","30780",NA,"1","2","75","38","79000","75","6.875","4","2","1","3","6","72200","381","1","360","1","316","17",NA,"1036.14923048284"
"382","766","199904","2","202903",NA,NA,"1","2","42","29","75000","42","6.625","3","2","1","5","6","96000","382","3","360","2","316","20",NA,"10533.15664111"
"383","705","199903","2","202902","44060",NA,"1","2","70","24","135000","70","6.625","4","2","1","50","6","99000","383","1","360","1","316","20",NA,"27939.7962836091"
"384","727","199904","3","202903","41740",NA,"1","2","79","40","115000","79","6.625","4","2","1","5","6","91900","384","3","360","1","316","20",NA,"16069.4292461357"
"385","725","199904","2","202903","38060","25","1","2","90","15","125000","90","6.625","4","2","1","4","6","85300","385","2","360","1","316","20",NA,"16559.1131855545"
"386","719","199903","2","202902","19740","12","1","2","85","49","134000","85","6.625","4","2","1","6","5","80000","386","3","360","1","316","17",NA,"12611.8363003365"
"387","699","199904","2","202903","29820",NA,"1","2","80","6","90000","80","6.75","3","2","1","35","6","89100","387","3","360","2","316","20",NA,"18687.4804742855"
"388","710","199904","2","202903","29820",NA,"1","2","80","11","89000","80","6.75","3","2","1","35","5","89100","388","3","360","2","316","17",NA,"2249.78514646624"
"389","749","199904","2","202903","13644",NA,"1","2","90","21","110000","80","6.75","4","2","1","22","5","21700","389","2","360","1","316","20",NA,"13896.3918140314"
"390","641","199904","2","202903","33460","25","1","2","87","18","147000","87","6.625","4","2","1","25","6","55400","390","2","360","2","316","20",NA,"17484.3504863675"
"391","686","199903","2","202902",NA,"0","1","2","62","40","240000","62","6.75","4","2","1","5","6","95900","391","3","360","2","316","15",NA,"92903.8396091814"
"392","764","199903","2","202902","34980",NA,"1","2","80","22","240000","80","6.75","4","2","1","45","6","37000","392","1","360","1","316","20",NA,"26852.2725886406"
"393","754","199904","3","202903","42044",NA,"1","2","80","24","220000","80","6.625","3","2","1","5","5","92600","393","3","360","2","316","20",NA,"31404.7078117555"
"394","682","199903","3","202902","14500","30","1","2","95","28","153000","95","6.75","4","2","1","6","5","80000","394","3","360","1","316","17",NA,"8604.87612057952"
"395","735","199904","3","202903","17140",NA,"1","2","80","16","100000","80","6.875","3","2","1","37","6","45200","395","3","360","2","316","20",NA,"15817.8660524316"
"396","745","199904","2","202903","40900",NA,"1","2","90","29","132000","80","6.875","4","2","1","5","6","95700","396","2","360","2","316","17",NA,"8886.48793653733"
"397","746","199904","2","202903","12580",NA,"1","2","80","12","100000","80","6.875","4","2","1","22","1","21200","397","1","360","2","316","20",NA,"18295.6381735211"
"398","707","199904","2","202903",NA,NA,"1","2","80","24","116000","80","6.875","4","2","1","25","6","55300","398","2","360","2","316","20",NA,"19014.2055622632"
"399","725","199904","2","202903","33124","0","1","1","80","27","44000","80","6.875","4","2","1","10","1","33000","399","3","360","2","316","17",NA,"19227.6974626838"
"400","735","199903","3","202902","16974",NA,"1","2","80","36","132000","80","6.875","4","2","1","16","6","60100","400","3","360","2","316","20",NA,"20185.6044871388"
"401","710","199904","2","202903",NA,NA,"1","2","80","31","168000","80","6.5","4","2","1","5","6","95600","401","2","360","1","316","2",NA,"22786.0119592929"
"402","644","199903","2","202902","33460",NA,"1","2","58","28","60000","58","6.5","4","2","1","25","6","55400","402","1","360","2","316","3",NA,"8569.82735920172"
"403","725","199903","2","202902","48620",NA,"1","2","79","14","140000","79","6.5","4","2","1","18","5","67200","403","3","360","2","316","3",NA,"19627.8098335384"
"404","734","199903","3","202902","28940","30","1","2","95","44","83000","95","6.5","4","2","1","45","6","37900","404","3","360","1","316","3",NA,"11880.357284213"
"405","697","199904","2","202903","31084","0","1","2","74","20","106000","74","6.75","4","2","1","5","6","90000","405","2","360","1","316","17",NA,"48878.1076044645"
"406","747","199904","2","202903","38300",NA,"1","2","77","8","66000","77","6.75","4","2","1","40","6","15200","406","2","360","2","316","20",NA,"11652.4047331855"
"407","760","199904","2","202903",NA,NA,"1","3","75",NA,"98000","75","6.75","4","2","1","50","6","98200","407","3","360","2","316","20",NA,"13013.1160276139"
"408","633","199904","2","202903","33460",NA,"1","2","75","15","87000","75","6.75","4","2","1","25","6","55300","408","2","360","2","316","20",NA,"12217.8242370987"
"409","748","199903","2","202902","16974",NA,"1","2","75","23","137000","75","6.75","4","2","1","16","6","60000","409","1","360","2","316","17",NA,"11808.593654352"
"410","752","199903","2","202902","39380","0","1","2","76","36","94000","76","6.75","4","2","1","6","5","81000","410","3","360","1","316","15",NA,"39110.9211252172"
"411","767","199904","2","202903","10740","30","1","2","95","22","121000","95","6.75","4","2","1","34","6","87100","411","3","360","1","316","17",NA,"10356.4707292899"
"412","618","199904","2","202903","41180",NA,"1","2","60","20","74000","60","6.75","3","2","1","26","6","63000","412","2","360","1","316","20",NA,"14884.6412006042"
"413","632","199904","2","202903","40140","30","1","2","95","24","109000","95","6.75","4","2","1","5","6","92300","413","3","360","2","316","20",NA,"14048.132172002"
"414","765","199903","2","202902","16974","30","1","2","95","32","119000","95","6.75","4","2","1","16","1","60600","414","3","360","1","316","20",NA,"14868.3785505786"
"415","762","199903","2","202902","16974",NA,"2","2","35","31","110000","35","6.75","4","2","1","16","6","60600","415","2","360","2","316","20",NA,"16532.4462595639"
"416","637","199903","2","202902","24860",NA,"1","2","70","43","122000","70","6.75","4","2","1","43","6","29600","416","2","360","2","316","20",NA,"12432.0639034331"
"417","758","199904","2","202903","39900",NA,"1","1","70","3","94000","70","7.25","3","2","1","35","6","89500","417","3","360","1","316","20",NA,"14536.150764748"
"418","737","199904","3","202903",NA,NA,"1","2","75","18","101000","75","7.125","4","2","1","42","6","2800","418","3","360","2","316","20",NA,"14679.9373192513"
"419","720","199904","3","202903","39300",NA,"1","2","90","31","98000","80","6.875","3","2","1","42","6","2900","419","3","360","1","316","20",NA,"14969.6891920372"
"420","645","199904","3","202903","15764","25","1","2","90","37","144000","90","6.875","3","2","1","21","6","1800","420","3","360","2","316","20",NA,"21980.3594883606"
"421","699","199904","2","202903","33460","17","1","2","80","20","90000","80","6.875","4","2","1","25","1","55100","421","1","360","1","316","20",NA,"13114.706305844"
"422","766","199903","2","202902","36420",NA,"1","2","80","25","138000","80","6.875","4","2","1","38","5","73000","422","3","360","2","316","20",NA,"21298.0504145446"
"423","652","199904","2","202903","41620","25","1","2","89","22","190000","89","6.625","3","2","1","47","6","84000","423","2","360","2","316","20",NA,"29645.0676627768"
"424","775","199904","2","202903","13460",NA,"1","2","42","11","75000","42","6.625","4","2","1","39","6","97700","424","1","360","2","316","20",NA,"12884.9775723946"
"425","727","199904","2","202903","31020",NA,"1","2","80","16","84000","80","6.625","4","2","1","50","6","98600","425","1","360","2","316","20",NA,"10293.0634617409"
"426","629","199904","2","202903",NA,NA,"1","2","74","36","75000","74","6.625","4","2","1","13","6","96700","426","2","360","2","316","20",NA,"13195.681451117"
"427","669","199903","2","202902",NA,"25","1","2","90","19","212000","90","6.625","4","2","1","45","6","38000","427","2","360","2","316","17",NA,"10905.2017133943"
"428","612","199903","3","202902","40140","30","1","2","95","35","161000","95","6.625","4","2","1","5","5","92500","428","3","360","2","316","20",NA,"16581.1476096639"
"429","686","199904","2","202903","35380","0","1","2","45","12","200000","45","6.875","3","2","1","20","6","70000","429","3","360","2","316","15",NA,"90510.3168704635"
"430","737","199904","3","202903","12060",NA,"1","2","80","35","210000","80","6.625","4","2","1","11","5","30000","430","3","360","1","316","20",NA,"31730.3640807207"
"431","763","199903","3","202902","16974",NA,"1","2","63","35","130000","63","6.75","4","2","1","16","6","60500","431","3","360","1","316","20",NA,"19196.4467075597"
"432","726","199904","2","202903","19740","0","1","2","69","23","184000","69","6.75","4","2","1","6","6","80100","432","2","360","2","316","15",NA,"51881.4948181957"
"433","703","199903","2","202902","47894",NA,"1","2","78","22","240000","78","6.875","4","2","1","8","6","20000","433","3","360","2","316","20",NA,"29836.6733629875"
"434","689","199904","2","202903","41700",NA,"1","1","75","13","157000","75","7.75","4","2","1","46","5","78200","434","2","360","1","316","20",NA,"38353.0163881993"
"435","764","199903","2","202902",NA,NA,"1","2","80","16","165000","80","7.25","4","2","1","29","6","27900","435","3","360","2","316","17",NA,"11740.1820610013"
"436","739","199904","2","202903","12060",NA,"1","2","68","13","227000","68","7.25","3","2","1","11","5","30000","436","2","360","2","316","17",NA,"12846.0847747141"
"437","703","199903","2","202902","40900",NA,"1","2","69","46","165000","69","7.375","3","2","1","5","6","95600","437","2","360","1","316","20",NA,"17140.8720568826"
"438","661","199904","2","202903","40420","25","1","2","87","18","74000","87","7.375","4","2","1","16","6","61100","438","2","360","1","316","20",NA,"12189.3697802254"
"439","680","199904","2","202903","33340",NA,"1","2","74","31","90000","74","7.375","4","2","1","51","6","53100","439","1","360","1","316","20",NA,"14365.2723605126"
"440","768","199904","2","202903","47894",NA,"1","2","71","20","240000","71","6.75","3","2","1","48","5","20100","440","2","360","2","316","17",NA,"19161.4763813591"
"441","790","199903","2","202902",NA,"0","1","3","66","6","115000","66","6.75","3","2","1","29","6","27900","441","3","360","1","316","15",NA,"53550.9595089928"
"442","732","199904","2","202903","23104","25","1","2","90","43","68000","90","6.75","4","2","1","46","6","76400","442","3","360","2","316","20",NA,"8986.6748117169"
"443","707","199903","2","202902","41700",NA,"1","2","80","27","94000","80","6.75","4","2","1","46","5","78200","443","3","360","1","316","17",NA,"7564.49094064109"
"444","578","199903","2","202902","41700","0","1","2","80","24","148000","80","6.625","4","2","1","46","5","78200","444","3","360","2","316","15",NA,"65726.7880735479"
"445","699","199903","3","202902","19124",NA,"1","2","80","25","56000","80","6.625","4","2","1","46","6","75100","445","3","360","2","316","20",NA,"5437.94628575921"
"446","748","199903","2","202902","19124",NA,"1","2","80","59","178000","80","6.75","4","2","1","46","5","75000","446","2","360","2","316","20",NA,"22370.0828014851"
"447","764","199904","3","202903","26420",NA,"1","2","80","24","106000","80","6.625","4","2","1","46","6","77000","447","3","360","2","316","20",NA,"16808.3726700543"
"448","643","199904","2","202903","33124","30","1","2","95","29","100000","95","7.75","4","2","1","10","1","33100","448","3","360","1","316","3",NA,"14873.201895355"
"449","741","199903","2","202902",NA,"0","1","2","57","26","102000","57","6.75","4","2","1","16","6","60500","449","2","360","2","184","20",NA,"14110.1558623597"
"450","627","199903","2","202902","10740","0","1","1","70","45","90000","70","7","3","2","1","34","6","87100","450","3","360","2","326","17",NA,"9024.69397166611"
"451","659","199903","2","202902","19124","0","1","2","77","44","100000","77","6.75","3","2","1","46","6","75100","451","3","360","1","326","17",NA,"14770.314582748"
"452","780","199903","2","202902","22420","25","1","2","90","37","126000","90","6.875","3","2","1","24","6","48400","452","3","360","1","326","17",NA,"19551.2940938962"
"453","676","199903","2","202902","47644","0","1","2","80","35","89000","80","6.875","3","2","1","24","6","48000","453","2","360","2","326","17",NA,"10770.4063080417"
"454","752","199903","2","202902","47644","0","1","2","71","16","155000","71","7","3","2","1","24","1","48400","454","2","360","2","326","17",NA,"8783.94456855825"
"455","687","199903","2","202902","48620",NA,"1","2","75","34","55000","75","7","3","1","1","18","6","67200","455","2","360","1","326","17",NA,"7389.77887931871"
"456","734","199903","2","202902","17820",NA,"1","2","55","27","94000","55","6.625","3","2","1","6","6","80100","456","1","360","2","326","17",NA,"19035.9620970635"
"457","794","199903","2","202902","19340","0","1","2","44","16","46000","44","7","3","1","1","16","6","61200","457","1","360","2","326","9",NA,"6847.14886321099"
"458","711","199903","2","202902","14500","25","1","2","90","11","76000","90","6.875","3","2","1","6","5","80300","458","3","360","2","309","17",NA,"22445.9399845232"
"459","686","199903","2","202902","38900","12","1","2","84","27","100000","84","6.5","3","2","1","39","6","97000","459","2","360","1","309","17",NA,"25082.6134240421"
"460","725","199903","3","202902","38900","25","1","2","90","37","148000","90","6.625","3","2","1","39","5","97100","460","3","360","1","309","12",NA,"13963.3268138781"
"461","699","199903","2","202902","12580",NA,"1","2","80","20","119000","80","6.75","3","2","1","22","6","21400","461","2","360","1","309","7",NA,"21729.1916208799"
"462","781","199903","2","202902","31460",NA,"1","2","80","40","119000","80","6.875","4","2","1","5","6","93600","462","3","360","1","309","12",NA,"21163.9450468741"
"463","733","199903","2","202902","28140",NA,"1","2","74","23","141000","74","7","3","2","1","18","5","66000","463","2","360","2","309","8",NA,"18853.4387876889"
"464","736","199903","2","202902","12580",NA,"1","2","80","26","140000","80","6.625","3","2","1","22","6","21000","464","2","360","2","309","8",NA,"19982.0341393553"
"465","729","199903","2","202902","29820",NA,"1","2","70","22","111000","70","6.75","3","2","1","35","6","89100","465","2","360","2","309","12",NA,"18945.4736409584"
"466","773","199903","2","202902","12060",NA,"1","2","9","8","69000","9","6.625","3","2","1","11","6","30000","466","2","360","2","309","12",NA,"1022.6320748718"
"467","773","199902","2","202505","32820",NA,"1","2","55","9","97000","55","7.625","3","2","1","45","6","38100","467","1","316","2","309","6",NA,"16993.5533130127"
"468","640","199903","2","202902","40900",NA,"1","2","68","12","82000","68","7.25","4","2","1","5","6","95800","468","1","360","2","309","12",NA,"17536.9799007129"
"469","772","199903","2","202902",NA,NA,"1","2","80","27","120000","80","6.875","4","2","1","5","6","95200","469","3","360","1","309","12",NA,"18902.0682214531"
"470","741","199903","2","202902","32820","25","1","2","90","15","152000","90","6.875","3","2","1","45","6","38000","470","2","360","2","309","8",NA,"24254.9757750799"
"471","727","199903","2","202902","26420",NA,"1","2","80","13","159000","80","6.75","3","2","1","46","6","77400","471","2","360","2","309","8",NA,"14583.8870264018"
"472","743","199903","2","202902","12060",NA,"1","2","76","33","240000","76","6.5","3","2","1","11","5","30000","472","3","360","1","309","12",NA,"23168.1827767897"
"473","697","199903","2","202902","12060",NA,"1","2","80","19","206000","80","6.75","3","2","1","11","5","30300","473","3","360","1","309","12",NA,"25937.0089033516"
"474","740","199903","2","202902","22744",NA,"1","2","67","36","200000","67","6.75","3","2","1","10","5","33300","474","1","360","2","309","12",NA,"30653.4849551035"
"475","728","199903","2","202902","12060","25","1","2","89","30","117000","89","6.75","3","2","1","11","5","30100","475","2","360","1","309","12",NA,"6186.96266949165"
"476","784","199903","2","202902",NA,NA,"1","2","40","17","64000","40","6.625","3","2","1","11","5","30600","476","2","360","2","309","8",NA,"7758.40994973232"
"477","711","199903","2","202902","42044",NA,"1","2","74","16","165000","74","6.625","4","2","1","5","6","92600","477","2","360","2","309","12",NA,"12759.1666264941"
"478","687","199903","3","202902",NA,"25","1","2","90","53","87000","90","7.25","3","2","1","39","6","97400","478","3","360","1","309","12",NA,"14682.9421310508"
"479","712","199903","2","202902","42644",NA,"1","2","80","31","240000","80","6.875","3","2","1","50","6","98000","479","2","360","2","309","12",NA,"25637.0371395114"
"480","744","199903","2","202902","38900",NA,"1","2","41","18","121000","41","6.625","3","2","1","39","6","97200","480","1","360","2","309","12",NA,"16628.9565063734"
"481","738","199904","2","202903","12060","35","1","2","97","26","138000","97","7.25","3","2","1","11","6","30500","481","3","360","2","309","12",NA,"23163.9974937392"
"482","721","199903","2","202902","48424","30","1","2","95","17","126000","95","6.875","3","2","1","10","6","33400","482","3","360","2","309","8",NA,"16011.8494161673"
"483",NA,"199904","2","202903","12580","25","1","2","90","11","49000","90","7.375","3","2","1","22","6","21200","483","2","360","1","309","6",NA,"11770.7238518135"
"484","680","199903","2","202902","39380",NA,"1","2","59","27","53000","59","7.5","3","2","1","6","6","81000","484","1","360","1","309","8",NA,"8371.01917037747"
"485","718","199902","2","202901","41700",NA,"1","2","80","33","80000","80","7.125","3","2","1","46","6","78200","485","2","360","2","309","12",NA,"15284.9038520464"
"486","589","199903","2","202902","41100","17","1","2","79","19","125000","79","6.875","4","2","1","47","6","84700","486","2","360","2","309","12",NA,"18730.248110306"
"487","757","199903","2","202902","12060",NA,"1","2","80","39","162000","80","6.625","3","2","1","11","5","30000","487","2","360","1","309","8",NA,"23061.4187399358"
"488","788","199903","2","202902","12060",NA,"1","2","68","22","143000","68","6.5","3","2","1","11","5","30100","488","3","360","2","309","12",NA,"5092.14726331559"
"489","763","199903","2","202902","12060",NA,"1","2","80","16","170000","80","6.5","3","2","1","11","5","30000","489","3","360","2","309","8",NA,"19979.6916293515"
"490","680","199903","2","202902","12060","30","1","2","95","26","223000","95","6.75","3","2","1","11","5","30000","490","3","360","1","309","8",NA,"32982.4038225371"
"491","617","199903","2","202902","12060","25","1","2","90","17","200000","90","6.625","3","2","1","11","5","30000","491","3","360","2","309","12",NA,"14371.0335034132"
"492","786","199903","2","202902","48424",NA,"1","2","80","56","169000","80","6.875","3","2","1","10","6","33400","492","3","360","2","309","12",NA,"16287.9942807933"
"493","774","199904","2","202903","48424","25","1","2","90","33","99000","90","6.875","3","2","1","10","6","33400","493","3","360","1","309","15",NA,"39425.1834816934"
"494","708","199903","2","202902","38900",NA,"1","2","79","52","142000","79","7.25","3","2","1","39","6","97000","494","2","360","2","309","17",NA,"341.063555080007"
"495","751","199903","2","202902","28140","12","1","2","85","25","93000","85","7","3","2","1","18","6","66200","495","3","360","1","309","8",NA,"13042.101966842"
"496","766","199904","2","202903","38900","0","1","2","80","45","112000","80","7","3","2","1","39","6","97000","496","2","360","2","309","17",NA,"42475.9895541869"
"497","780","199904","2","202903","40140",NA,"1","2","57","29","235000","57","7","3","2","1","5","6","92200","497","2","360","2","309","12",NA,"38403.5700383499"
"498","691","199904","2","202903","12060","35","1","2","97","35","149000","97","7.25","3","2","1","11","6","30200","498","3","360","2","309","8",NA,"24437.5150169616"
"499","695","199904","3","202903","12060","35","1","2","97","34","133000","97","7.25","3","2","1","11","6","30500","499","3","360","1","309","6",NA,"31365.4391252215"
"500","663","199903","2","202902","28140","25","1","2","88","17","210000","88","6.875","3","2","1","18","6","66200","500","2","360","2","309","12",NA,"32083.8973061247"
"501","799","199904","2","202903",NA,"30","1","2","95","52","112000","95","7.25","3","2","1","26","6","65600","501","3","360","1","309","8",NA,"17029.6504683562"
"502","676","199903","2","202902","12060",NA,"1","2","80","48","98000","80","6.75","3","2","1","11","6","30000","502","3","360","1","309","8",NA,"11824.7032991528"
"503","722","199904","2","202903","12060","30","1","2","95","28","198000","95","6.75","3","2","1","11","6","30000","503","3","360","2","309","12",NA,"27146.3630577804"
"504","747","199904","2","202903","12060","25","2","2","90","41","242000","90","6.75","3","2","1","11","6","30300","504","3","360","1","309","12",NA,"30451.0421540325"
"505","685","199904","2","202903","12060",NA,"1","2","80","27","90000","80","6.75","3","2","1","11","6","30000","505","3","360","2","309","8",NA,"12257.2073791656"
"506","640","199905","2","202904","26420","30","1","2","95","29","214000","95","7","3","2","1","46","6","77000","506","3","360","2","309","12",NA,"9321.83179594128"
"507","768","199905","3","202904","23580","0","1","2","60","53","72000","60","6.875","3","2","1","11","5","30500","507","3","360","1","309","15",NA,"34144.0527349038"
"508","764","199905","2","202904","12060",NA,"1","2","80","44","200000","80","6.625","3","2","1","11","5","30000","508","3","360","1","309","12",NA,"19983.9001720328"
"509","668","199903","2","202902","13380",NA,"1","2","80","11","145000","80","6.5","3","2","1","50","6","98200","509","2","360","2","309","8",NA,"16263.2350728539"
"510","756","199903","2","202902","42220",NA,"1","2","80","22","192000","80","6.875","4","2","1","5","6","94900","510","3","360","2","309","12",NA,"19362.7407902287"
"511","726","199904","2","202903","31084",NA,"1","2","73","49","240000","73","7.25","4","2","1","5","6","90500","511","2","360","2","309","12",NA,"34946.1404099574"
"512","620","199903","2","202902","38060","17","1","2","78","10","97000","78","7.125","3","2","1","4","6","85200","512","2","360","1","309","12",NA,"16335.4794175885"
"513","738","199903","2","202902",NA,NA,"1","1","48","42","200000","48","7.25","3","2","1","6","6","80400","513","3","360","2","309","12",NA,"39489.7167393708"
"514","757","199903","2","202902","42644",NA,"1","2","65","11","150000","65","7.125","3","2","1","50","6","98000","514","2","360","2","309","12",NA,"20704.9988485862"
"515","673","199903","2","202902","42644",NA,"1","2","74","26","240000","74","7.125","3","2","1","50","6","98100","515","2","360","2","309","12",NA,"32945.9011519853"
"516","566","199903","2","202902","36420","30","1","2","95","17","100000","95","6.875","3","2","1","38","6","73000","516","3","360","2","309","8",NA,"15354.9539350449"
"517","709","199903","2","202902","19124","25","1","2","90","19","113000","90","6.875","3","2","1","46","6","75000","517","3","360","1","309","8",NA,"14676.3334511859"
"518","681","199903","2","202902","38900",NA,"1","2","78","20","228000","78","7.25","3","2","1","50","6","98600","518","2","360","2","309","12",NA,"36131.0226329954"
"519","742","199903","2","202902","47894","0","1","2","77","10","154000","77","6.875","3","2","1","48","6","22100","519","2","360","2","309","15",NA,"69276.9567128857"
"520","610","199904","2","202903","17820","17","1","2","80","15","94000","80","6.75","3","2","1","6","6","80900","520","2","360","2","309","8",NA,"8303.80967067379"
"521","669","199904","2","202903","34100",NA,"1","2","75","34","111000","75","6.75","3","2","1","45","6","37700","521","2","360","2","309","8",NA,"14619.1532970372"
"522","633","199903","2","202902","12060","25","1","2","90","27","139000","90","6.75","3","2","1","11","6","30100","522","3","360","2","309","6",NA,"28728.9773758626"
"523","692","199903","2","202902","42220",NA,"1","2","75","19","107000","75","7.5","3","2","1","5","6","95400","523","2","360","2","309","8",NA,"8176.39187363465"
"524","669","199903","2","202902","38060",NA,"1","2","76","28","86000","76","7.5","3","2","1","4","6","85200","524","2","360","2","309","12",NA,"3770.98176794217"
"525","765","199904","2","202903","40900",NA,"1","1","77","22","240000","77","6.875","3","2","1","5","6","95700","525","3","360","2","309","12",NA,"14784.3386466965"
"526","688","199904","2","202903","36084",NA,"1","2","80","23","212000","80","7.25","3","2","1","5","6","94500","526","2","360","2","309","12",NA,"24179.219902149"
"527","791","199904","2","202903","29820","0","1","2","54","23","140000","54","6.875","3","2","1","35","6","89100","527","3","360","2","309","15",NA,"57742.9059884816"
"528","690","199904","2","202903","42644",NA,"1","2","80","18","129000","80","6.875","3","2","1","50","6","98000","528","2","360","2","309","6",NA,"25793.7267597046"
"529","689","199905","2","202904",NA,"0","1","2","65","34","214000","65","7.25","4","2","1","5","6","95900","529","1","360","1","309","12",NA,"22245.7521727677"
"530","761","199905","3","202904","19124","30","1","2","95","49","76000","95","7","3","2","1","46","6","75000","530","3","360","1","309","7",NA,"14997.921715198"
"531","649","199904","2","202506","19124","0","1","2","74","10","77000","74","7.25","3","2","1","46","6","75000","531","2","315","2","309","8",NA,"12522.7286348412"
"532","768","199904","2","202903","38060","0","1","2","79","18","107000","79","6.875","3","2","1","4","6","85300","532","2","360","2","309","15",NA,"49607.3193732957"
"533","656","199904","2","202903","12060","12","1","2","80","10","76000","80","6.875","3","2","1","11","6","30000","533","2","360","1","309","8",NA,"3692.92729421715"
"534","743","199905","2","202904",NA,"25","1","2","89","26","90000","89","7","3","2","1","45","6","38500","534","2","360","2","309","15",NA,"33960.3620275585"
"535","778","199903","2","202902",NA,NA,"1","2","80","26","135000","80","6.875","3","2","1","6","6","80400","535","3","360","1","309","12",NA,"23482.3842284397"
"536","779","199905","2","202904","42644",NA,"1","2","76","18","136000","76","7.25","3","2","1","50","6","98100","536","2","360","1","309","8",NA,"13242.6702999868"
"537","707","199905","2","202904","38900","12","1","2","84","24","150000","84","6.875","3","2","1","39","6","97200","537","2","360","1","309","12",NA,"6312.34957298779"
"538","749","199904","2","202903","38060",NA,"1","2","77","15","161000","77","7","3","2","1","4","6","85000","538","2","360","1","309","12",NA,"13798.7463261513"
"539","783","199905","2","202904","47894",NA,"1","2","76","8","108000","76","6.875","3","2","1","48","6","22100","539","2","360","2","309","7",NA,"19852.5892355054"
"540","714","199905","2","202904","13644",NA,"1","2","80","33","180000","80","7.125","3","2","1","22","6","20800","540","2","360","1","309","12",NA,"22079.6646856106"
"541","757","199905","2","202904",NA,NA,"2","1","80","22","128000","80","7.25","3","2","1","39","6","97000","541","3","360","2","309","12",NA,"20986.5530033229"
"542","739","199903","2","202902",NA,NA,"1","2","80","19","83000","80","6.625","3","2","1","45","6","37700","542","3","360","2","309","12",NA,"10002.6124856749"
"543","737","199904","2","202903","47894",NA,"1","2","79","18","165000","79","6.75","3","2","1","48","6","22000","543","2","360","1","309","7",NA,"30886.1771431421"
"544","689","199903","2","202902","40900",NA,"1","3","80","7","138000","80","6.5","4","2","1","5","6","95700","544","3","360","1","309","12",NA,"10305.5712826557"
"545","761","199903","2","202902",NA,"25","1","2","90","27","103000","90","6.625","3","2","1","39","6","97500","545","2","360","1","309","12",NA,"14039.7512176196"
"546","743","199904","2","202903","47894",NA,"1","2","75","28","240000","75","6.75","3","2","1","48","6","22300","546","2","360","1","309","6",NA,"50653.8523292062"
"547","659","199903","2","202902","19740",NA,"1","2","80","54","224000","80","6.625","3","2","1","6","5","80100","547","2","360","1","309","12",NA,"29510.7656038627"
"548","660","199904","2","202903",NA,"25","1","2","89","17","135000","89","6.625","3","2","1","28","6","59900","548","2","360","2","309","15",NA,"47185.3559559404"
"549","725","199903","2","202902","28940",NA,"1","2","80","14","99000","80","6.875","3","2","1","45","6","37900","549","3","360","2","309","12",NA,"12594.3281661528"
"550","623","199904","3","202903","22744","30","1","2","95","21","138000","95","6.875","3","2","1","10","5","33000","550","3","360","2","309","8",NA,"14295.5577799224"
"551","692","199904","3","202903","12060","12","1","2","85","17","110000","85","6.875","3","2","1","11","6","30200","551","3","360","2","309","12",NA,"18933.2386872348"
"552","731","199903","2","202902","40900",NA,"1","2","67","21","227000","67","7","4","2","1","5","6","95600","552","2","360","2","309","12",NA,"16260.489896332"
"553","553","199903","2","202902","41940",NA,"1","2","37","12","240000","37","6.875","4","2","1","5","6","94300","553","2","360","2","309","12",NA,"38562.7838257283"
"554","768","199903","2","202902","42020",NA,"1","1","75","15","100000","75","7","4","2","1","5","5","93400","554","3","360","1","309","12",NA,"13722.2525258604"
"555","760","199904","2","202903","13644",NA,"1","2","69","13","188000","69","7","3","2","1","22","5","20800","555","2","360","2","309","17",NA,"371.883891615551"
"556","624","199903","2","202902","38060",NA,"1","2","80","16","138000","80","7.25","3","2","1","4","5","85200","556","2","360","2","309","12",NA,"21796.2445279402"
"557","773","199903","2","202902","38900","0","1","1","80","5","100000","80","7","3","2","1","39","6","97000","557","3","360","2","309","17",NA,"39409.2036543282"
"558","668","199903","2","202902","16974",NA,"1","2","68","18","106000","68","6.875","4","2","1","16","6","60400","558","2","360","2","309","8",NA,"8836.47625499402"
"559","756","199904","2","202903","12580",NA,"1","2","61","15","145000","61","6.25","3","2","1","22","6","21000","559","2","360","2","309","12",NA,"20546.5348275914"
"560","766","199903","2","202902","38060","0","1","2","51","13","59000","51","6.75","3","2","1","4","5","85200","560","2","360","2","309","17",NA,"15724.0010449523"
"561","725","199904","2","202903",NA,NA,"1","2","67","8","70000","67","7.125","3","2","1","38","6","74700","561","3","360","2","309","12",NA,"1538.43504749337"
